0,0
0.38982,1.9929
0.47442,2.8242
0.050376,3.4003
-0.30891,3.8987
0.7789,4.0068
0.95757,4.6406
1.5438,4.864
2.2801,4.9156
1.3094,5.4722
-0.65649,4.7505
-0.82727,5.5744
-1.6518,5.5574
-2.144,5.9351
-2.0641,6.4676
-2.2499,6.848
-2.0275,7.2174
-1.6065,7.4696
-1.2522,7.7476
-0.71443,7.8373
-0.42945,8.1664
-0.39625,8.5218
0.15089,8.4459
-0.51009,8.8544
-1.4088,8.7161
-2.5221,8.1384
-3.7875,6.8666
-4.7935,7.0465
-5.184,7.6196
-4.2012,8.3752
-3.4772,9.0527
-3.6697,9.5322
-3.019,9.7747
-3.3353,10.189
-4.0427,10.078
-4.0302,10.535
-4.1679,10.813
-4.3708,11.007
-4.2128,11.275
-4.2114,11.529
-4.0419,11.73
-3.5934,11.704
-3.6109,12.052
-4.2994,11.998
-4.819,11.851
-5.1607,11.977
-5.319,12.23
-5.2468,12.526
-5.1741,12.787
-4.9674,12.995
-5.0551,13.228
-5.27,13.353
-5.2577,13.572
-4.988,13.696
-4.9838,13.923
-5.094,14.097
-4.7417,14.114
-4.4096,14.146
-4.868,14.413
-5.2717,14.432
-5.4522,14.598
-5.9008,13.78
-6.3598,13.959
-6.7605,13.765
-7.1549,13.706
-6.8138,14.312
-6.7837,14.69
-7.2218,14.622
-7.5833,14.574
-7.9384,14.177
-8.1068,14.597
-7.3114,9.2998
-14.007,4.004
-15.028,5.8099
-21.698,2.4567
-24.71,3.2549
-26.055,4.0278
-27.742,4.0921
-28.198,5.0167
-27.97,5.7922
-28.736,6.0966
-29.145,6.58
-29.48,7.001
-29.688,7.4319
-29.134,7.8093
-28.41,8.0524
-28.142,8.5488
-28.359,8.9978
-28.222,9.3931
-28.341,9.7491
-28.208,10.079
-27.834,10.277
-26.728,9.4148
-26.474,10.256
-26.208,10.703
-26.443,11.141
-26.226,11.489
-25.98,11.765
-25.175,11.237
-23.643,9.9651
-22.712,10.69
-22.025,11.141
-22.075,11.822
-22.149,12.354
-21.365,12.348
-20.485,12.257
-20.372,12.915
-19.182,12.113
-13.921,10.084
-11.886,12.13
-13.121,12.892
-14.484,13.142
-14.53,13.956
-14.576,14.506
-14.65,14.948
-14.837,15.302
-14.651,15.649
-15.274,15.652
-15.661,15.909
-15.835,16.226
-16.104,16.431
-16.141,16.734
-16.289,16.965
-16.628,17.012
-16.743,17.281
-16.273,17.456
-15.591,17.368
-14.693,17.044
-14.271,17.381
-13.204,16.454
-12.998,17.268
-12.479,17.437
-12.298,17.803
-12.699,18.139
-12.884,18.477
-13.377,18.603
-13.743,18.837
-14.108,19.001
-14.415,19.181
-13.87,19.391
-13.023,19.224
-12.298,19.02
-11.819,19.078
-11.801,19.47
-11.765,19.76
-11.585,19.94
-11.255,19.891
-10.783,19.159
-9.9579,18.345
-8.7887,17.549
-8.2032,18.033
-7.6857,18.194
-7.3844,18.491
-6.9585,18.515
-6.6784,18.738
-6.2516,18.576
-5.8119,18.518
-5.3469,18.258
-5.0446,18.559
-4.8613,18.831
-4.7574,19.1
-4.8128,19.392
-4.6415,19.587
-4.761,19.842
-4.6213,20.042
-4.7817,20.261
-4.8793,20.484
-4.9602,20.695
-5.0727,20.888
-4.8081,20.997
-4.7581,21.204
-4.9056,21.381
-5.2895,21.389
-6.1344,20.864
-6.9756,20.911
-7.3111,21.294
-7.1038,21.687
-6.5089,21.867
-6.144,22.118
-6.1003,22.396
-5.9037,22.555
-5.7001,22.678
-5.4275,22.699
-5.0781,22.578
-4.893,22.767
-4.59,22.619
-4.8109,23.005
-4.526,23.086
-4.3664,23.203
-4.3351,23.378
-4.2296,23.496
-4.1863,23.638
-4.3307,23.779
-4.4717,23.921
-4.1758,23.956
-4.0731,24.099
-3.8345,23.924
-3.5794,23.73
-3.447,23.953
-3.2777,24.033
-3.2433,24.21
-3.0419,23.85
-2.9183,24.177
-3.1737,24.447
-3.6139,24.557
-4.0146,24.657
-4.1814,24.849
-4.8997,24.285
-5.2793,24.53
-5.2171,24.868
-5.4487,25.007
-5.3312,25.244
-5.312,25.445
-5.5312,25.518
-5.7491,25.565
-6.0063,25.519
-6.266,25.513
-6.3284,25.739
-6.5332,25.794
-6.5046,26.004
-6.5847,26.153
-6.6723,26.276
-6.7712,26.383
-7.0108,26.205
-7.1469,26.391
-7.3073,26.468
-7.4285,26.572
-7.4728,26.719
-7.4025,26.876
-7.391,27.025
-7.3722,27.161
-7.4442,27.274
-7.3833,27.399
-7.4425,27.514
-7.5464,27.594
-7.4654,27.718
-7.6126,27.783
-7.8516,27.575
-8.1184,27.228
-8.4295,27.068
-8.7169,27
-8.8162,27.274
-8.9738,26.6
-9.4426,26.621
-9.6992,26.023
-10.197,25.982
-10.115,26.607
-10.385,26.792
-10.719,26.612
-10.964,26.745
-11.186,26.815
-11.306,26.994
-11.544,26.947
-11.775,26.927
-12,26.917
-11.928,27.223
-12.073,27.381
-11.941,27.593
-11.599,27.743
-11.325,27.941
-10.838,27.996
-10.498,28.209
-10.467,28.481
-10.481,28.694
-11.118,28.479
-11.761,28.275
-11.354,28.732
-11.353,28.991
-11.194,29.164
-11.361,29.297
-11.117,29.411
-11.081,29.59
-11.2,29.712
-11.184,29.852
-11.493,29.685
-11.812,29.529
-12.056,29.536
-12.296,29.384
-12.552,29.115
-12.707,29.375
-12.954,29.232
-13.157,29.303
-12.989,28.19
-13.492,27.463
-13.985,27.59
-14.275,27.854
-14.249,28.328
-14.275,28.712
-14.234,29.045
-14.658,28.661
-14.4,29.234
-14.147,29.547
-13.28,29.78
-12.875,30.093
-12.275,30.22
-12.471,30.512
-12.751,30.638
-12.735,30.847
-12.527,30.963
-12.377,31.093
-12.531,31.239
-12.681,31.342
-12.895,31.351
-12.825,31.541
-12.881,31.67
-12.948,31.774
-12.948,31.891
-13.253,31.42
-13.519,31.578
-13.16,31.955
-13.173,32.125
-13.196,32.249
-13.28,32.337
-13.477,32.281
-13.449,32.461
-13.668,32.364
-13.829,32.414
-13.976,32.429
-13.954,32.595
-14.075,32.658
-14.232,32.597
-14.356,32.228
-14.612,31.986
-14.859,32.02
-15.071,31.968
-14.72,32.441
-15.038,32.473
-15.188,32.565
-15.267,32.684
-15.322,32.8
-15.209,32.941
-15.176,33.089
-15.195,33.213
-15.154,33.33
-15.151,33.444
-15.241,33.52
-15.37,33.541
-15.364,33.666
-15.453,33.729
-15.476,33.826
-15.573,33.864
-15.685,33.362
-15.955,33.165
-15.896,33.638
-15.926,33.849
-15.775,34.021
-15.834,34.146
-15.877,34.246
-15.957,34.312
-16.049,34.361
-15.905,34.458
-15.732,34.514
-15.673,34.633
-15.854,34.696
-16.018,34.721
-16.203,34.63
-16.379,34.344
-16.559,34.43
-16.469,34.688
-16.711,34.518
-16.865,34.315
-17.038,34.367
-17.051,33.984
-16.878,33.094
-16.994,32.269
-17.511,32.326
-17.858,32.375
-17.744,33.078
-17.608,33.829
-17.459,34.344
-18.004,33.324
-18.357,33.449
-18.598,33.378
-18.797,33.424
-18.98,33.304
-18.974,32.824
-17.821,30.925
-18.3,29.575
-19.143,30.138
-19.717,30.227
-20.013,30.677
-19.885,31.511
-19.604,32.654
-19.722,33.114
-19.942,33.271
-20.233,33.024
-20.264,33.381
-20.264,33.625
-20.397,33.759
-20.611,33.708
-20.792,33.736
-20.952,33.765
-21.043,33.892
-21.21,33.719
-21.148,33.015
-21.496,32.719
-21.807,32.692
-22.055,32.745
-22.004,33.156
-22.283,33.18
-21.814,33.638
-21.984,33.9
-22.239,33.901
-22.506,33.658
-22.741,33.59
-22.909,33.357
-23.015,32.981
-23.3,33.008
-23.453,33.216
-23.459,32.69
-23.801,32.89
-23.759,33.321
-23.021,33.876
-23.015,34.208
-23.146,34.38
-23.4,34.363
-23.477,34.54
-23.483,34.705
-23.645,34.749
-23.745,34.849
-23.563,34.997
-23.718,35.108
-23.812,35.206
-24.014,34.881
-24.16,34.118
-24.49,33.739
-24.617,34.222
-24.89,33.877
-24.989,33.405
-25.297,33.616
-25.531,33.501
-25.649,33.752
-25.651,34.038
-25.741,34.235
-25.813,34.406
-25.793,34.6
-25.733,34.798
-25.563,34.991
-25.062,35.143
-25.592,35.226
-25.259,35.479
-25.481,35.627
-25.562,35.768
-25.792,35.663
-25.956,35.733
-26.102,35.764
-25.959,35.962
-26.053,36.091
-26.07,36.216
-26.1,36.326
-26.132,36.429
-26.078,36.538
-25.662,36.405
-25.042,36.251
-25.823,36.654
-25.989,36.81
-25.919,36.958
-25.99,37.069
-26.212,36.952
-26.306,37.081
-26.461,37.042
-26.443,37.212
-26.621,37.138
-26.724,37.223
-26.823,37.271
-26.939,37.264
-26.994,37.364
-27.036,37.459
-27.104,37.527
-27.17,37.178
-27.338,36.964
-27.132,36.219
-27.553,36.162
-27.817,36.162
-27.715,36.763
-27.722,37.14
-27.872,37.258
-27.86,37.439
-27.694,37.621
-27.8,37.753
-27.861,37.863
-27.992,37.887
-28.149,37.807
-28.259,37.279
-28.345,36.557
-28.672,36.557
-28.883,36.429
-29.085,36.359
-29.106,36.013
-29.209,35.664
-29.512,35.87
-29.564,36.283
-29.618,36.574
-29.849,36.571
-30.039,36.543
-30.205,36.426
-30.348,36.541
-30.058,36.877
-29.992,37.148
-29.883,37.374
-29.835,37.585
-29.541,37.746
-28.975,37.932
-29.534,38.026
-29.6,38.232
-29.742,38.32
-29.892,38.363
-29.743,38.531
-29.493,38.631
-29.472,38.807
-29.37,38.929
-29.886,38.662
-30.175,38.514
-30.386,38.161
-30.632,37.813
-30.708,36.699
-31.078,36.92
-31.34,36.855
-31.557,36.847
-31.733,36.943
-31.91,36.841
-32.028,37.028
-31.6,37.478
-31.488,37.902
-31.699,38.045
-31.952,37.973
-31.938,38.222
-32.19,37.913
-32.264,38.212
-32.458,38.196
-32.621,38.098
-32.596,37.557
-32.887,37.467
-33.094,37.524
-33.234,37.659
-33.337,37.803
-33.311,38.022
-33.467,38.093
-33.427,38.279
-33.549,38.371
-33.451,38.536
-32.644,38.609
-32.032,38.831
-31.654,39.064
-31.756,39.332
-31.893,39.504
-31.652,39.636
-31.393,39.735
-30.561,39.404
-30.17,39.673
-30.784,39.915
-30.795,40.188
-30.512,40.278
-30.461,40.466
-29.977,40.149
-30.414,40.601
-30.229,40.755
-30.519,40.822
-30.3,40.982
-30.209,41.11
-30.176,41.232
-30.167,41.346
-30.152,41.453
-30.038,41.511
-29.899,41.542
-29.767,41.589
-29.707,41.699
-29.598,41.759
-29.425,41.691
-29.223,41.625
-28.996,41.495
-28.737,41.4
-28.447,40.717
-27.919,40.645
-27.323,39.756
-26.665,39.796
-26.386,40.093
-25.919,39.772
-25.555,39.948
-25.148,39.74
-24.837,39.913
-24.477,39.788
-24.057,39.235
-24.167,40.006
-23.898,40.197
-23.965,40.482
-23.629,40.449
-23.505,40.656
-23.531,40.873
-23.451,41.038
-23.516,41.216
-23.349,41.313
-23.217,41.411
-22.998,41.318
-22.84,41.429
-22.668,41.461
-22.466,41.333
-22.256,41.359
-22.112,41.471
-22.027,41.616
-22.099,41.803
-22.082,41.967
-22.143,42.118
-22.166,42.264
-22.274,42.387
-22.294,42.53
-22.178,42.627
-22.423,42.682
-22.646,42.75
-22.751,42.898
-23.231,42.495
-23.383,42.844
-23.74,42.803
-23.517,43.119
-23.86,43.152
-24.061,43.268
-24.304,43.281
-24.422,43.448
-24.625,43.494
-24.894,43.43
-24.775,43.716
-24.208,43.735
-24.64,43.935
-24.706,44.118
-24.717,44.261
-24.669,44.387
-24.575,44.489
-24.368,44.494
-23.975,44.25
-23.681,44.303
-23.523,44.431
-23.462,44.584
-23.406,44.712
-23.12,44.224
-22.647,43.945
-22.349,44.01
-22.092,43.976
-21.92,44.087
-22.37,44.403
-22.228,44.621
-22.047,44.691
-22.132,44.87
-22.481,44.952
-22.69,45.124
-22.491,45.262
-22.085,45.119
-22.093,45.334
